0: y0-s6, y2-s6, y4-s6, y6-s6, y8-s6, g0-s7, g2-s7, g1-s0, y1-s5, g4-s7, g3-s0, y3-s5, g6-s7, g5-s0, y5-s5, g8-s7, g7-s0, y7-s5, g9-s0, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
4261: y8-s1->s2, g7-s2->s1, y5-s5->s1, b4-s5->s3, y4-s6->s4, g0-s1, g9-s2, y7-s1, y2-s2, b8-s1, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, g8-s0, y6-s4, b6-s3->s5, b7-s0, 
4262: g0-s1->s2, g7-s2->s1, g9-s2, y2-s2, g8-s0, y4-s6->s4, b7-s0, y7-s1, y8-s2, b4-s3, y6-s4, b6-s5, b8-s1, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, 
4263: y8-s2, b4-s3, g8-s0->s1, g0-s1->s2, y7-s1->s5, g9-s2->s1, y6-s4->s6, b6-s5->s3, y4-s6->s4, b7-s0, b8-s1, y2-s2, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, 
4264: g0-s1->s2, y7-s1->s5, y6-s4->s6, b6-s5->s3, y4-s6->s4, b8-s1, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, b7-s0, b4-s3, g8-s0->s1, g9-s2->s1, y8-s2->s4, y2-s2, 
4265: y8-s2->s4, b4-s3->s1, b8-s1, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, y4-s6->s4, b7-s0, y7-s5, g8-s0->s1, g0-s1->s2, g9-s2->s1, y6-s4->s6, b6-s5->s3, y2-s2, 
4266: y8-s2->s4, b4-s3->s1, y6-s4->s6, b6-s5->s3, y4-s4, g9-s2->s1, y2-s2, b7-s0, b8-s1, y7-s5, g0-s1->s2, g2-s1, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, 
4267: y7-s5, g0-s1->s2, b8-s1->s3, g9-s2->s1, y8-s2->s4, b4-s3->s1, y6-s4->s6, g2-s1, y2-s2, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b6-s5->s3, y4-s4, b7-s0, 
4268: y4-s4, y7-s5, b7-s0->s1, g0-s1->s2, b8-s1->s3, g9-s2->s1, b4-s3->s1, y6-s4->s6, b6-s5->s3, g1-s1, y8-s4, g2-s1, y2-s2, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, 
4269: y7-s5, g0-s1->s2, b8-s1->s3, y6-s4->s6, g1-s1, g2-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b4-s3->s1, y4-s4, b7-s0->s1, g9-s2->s1, b6-s5->s3, y8-s4, y2-s2, 
4270: b4-s3->s1, y6-s4->s6, b6-s5->s3, g1-s1, y4-s4, y7-s5, b7-s0->s1, g0-s1->s2, b8-s1->s3, g9-s2->s1, y1-s1, y8-s4, g2-s1, y2-s2, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, 
4271: g0-s2, y4-s4, y7-s5, g2-s1->s2, b8-s1->s3, y2-s2->s1, y6-s4->s6, b6-s5->s3, y8-s4, g1-s1, y1-s1, b1-s1, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, 
4272: b6-s3, y7-s5, b8-s1->s3, y2-s2->s1, y4-s4->s2, y6-s4->s6, y1-s1, b1-s1, y8-s4, g1-s1->s0, g2-s1->s2, g0-s2->s7, b9-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, 
4273: y6-s6, g0-s2->s7, y7-s5->s1, y8-s4, b1-s1, b9-s1, b6-s3, g2-s1->s2, y2-s2->s1, y4-s4->s2, g3-s1, b8-s3, y1-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, g1-s1->s0, 
4274: y8-s4, y2-s2->s1, b6-s3->s1, y4-s4->s2, y6-s6, y7-s5->s1, b1-s1, b8-s3, g1-s1->s0, g2-s1->s2, g0-s2->s7, b9-s1, y1-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, 
4275: b8-s3, y6-s6, g0-s2->s7, b6-s3->s1, y4-s4->s2, y8-s4->s6, g1-s0, b1-s1, g2-s1->s2, y2-s2->s1, b9-s1, y1-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, 
4276: y4-s2, b8-s3, y6-s6, g2-s1->s2, b1-s1->s3, y2-s2->s1, g0-s2->s7, b6-s3->s1, y8-s4->s6, g1-s0, b9-s1, y1-s1, g3-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, 
4277: g1-s0, y4-s2, b9-s1->s0, g2-s1->s2, b1-s1->s3, y2-s2->s1, b6-s3->s1, b8-s3->s5, y8-s4->s6, y6-s6->s4, g3-s1, y1-s1, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, g0-s7, 
4278: g2-s1->s2, b1-s1->s3, y2-s2->s1, y8-s4->s6, g0-s7->s2, y1-s1, y4-s2, y6-s6->s4, g1-s0, b6-s3->s1, b8-s3->s5, g3-s1, b9-s1->s0, g4-s1, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, 
4279: g2-s2, b9-s1->s0, y1-s1->s2, b1-s1->s3, y2-s2->s1, b6-s3->s1, b8-s3->s5, y8-s4->s6, y6-s6->s4, g0-s7->s2, g1-s0, g4-s1, g3-s1, y4-s2, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, 
4280: y4-s2->s1, g1-s0, g2-s2->s7, b8-s3->s5, y8-s4->s6, y6-s6->s4, b9-s0, b0-s1, g3-s1->s0, y1-s1->s2, b1-s1->s3, y9-s1, g4-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g0-s7->s2, 
4281: g3-s1->s0, y1-s1->s2, b1-s1->s3, g2-s2->s7, b8-s3->s5, y8-s4->s6, g4-s1, g1-s0, y4-s2->s1, y6-s6->s4, g0-s7->s2, b9-s0, b0-s1, y9-s1, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, 
4282: y6-s6->s4, g1-s0, g0-s7->s2, b9-s0, y9-s1, b1-s3, g3-s1->s0, y1-s1->s2, y4-s2->s1, g2-s2->s7, b8-s3->s5, y8-s4->s6, y3-s1, b0-s1, g4-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, 
4283: y6-s6->s4, b9-s0, g3-s0, y9-s1, g0-s2, g1-s0->s1, b0-s1->s0, y1-s1->s2, y4-s2->s1, g2-s2->s7, b8-s3->s5, y8-s4->s6, y3-s1, g4-s1, b1-s3, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, 
4284: g0-s2, g1-s0->s1, y1-s1->s2, y4-s2->s1, g2-s2->s7, b8-s3->s5, y8-s4->s6, y6-s6->s4, b9-s0, y9-s1, g4-s1, b1-s3, g3-s0, y3-s1, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, b0-s1->s0, 
4285: g2-s7, b0-s1->s0, y6-s6->s4, b9-s0, g3-s0, y9-s1, y8-s6, g1-s0->s1, y1-s1->s2, y4-s2->s1, b8-s3->s5, y3-s1, g4-s1, g0-s2, b1-s3, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, 
4286: y8-s6, y1-s1->s2, y6-s6->s4, g2-s7->s2, b9-s0, y9-s1, g4-s1, g3-s0, y3-s1, b0-s0, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s2->s1, g0-s2, b8-s3->s5, b1-s3, 
4287: y6-s6->s4, g2-s7->s2, b9-s0, y3-s1, y1-s2, b8-s5, g4-s1->s2, y9-s1->s5, y4-s2->s1, b1-s3->s5, y8-s6, g3-s0, g5-s1, g0-s2, b0-s0, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, 
4288: y1-s2, b8-s5, g4-s1->s2, y9-s1->s5, y8-s6->s4, g2-s7->s2, g3-s0, b0-s0, y3-s1, y6-s4, b9-s0->s1, g0-s2->s1, b1-s3->s5, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, 
4289: y6-s4, y9-s5, g4-s1->s2, g0-s2->s1, y1-s2->s4, b8-s5->s3, y8-s6->s4, g2-s7->s2, g3-s0, y3-s1, b0-s0, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s0->s1, b1-s3->s5, 
4290: g3-s0, b9-s0->s1, g4-s1->s2, y1-s2->s4, b0-s0, y9-s5, y3-s1, y6-s4, g0-s2->s1, b1-s3->s5, b8-s5->s3, y8-s6->s4, g2-s7->s2, g5-s1, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, 
4291: g2-s2, y9-s5, g4-s1->s2, g0-s2->s1, y1-s2->s4, b1-s3->s5, y6-s4->s2, b8-s5->s3, y8-s6->s4, g3-s0, g5-s1, y3-s1, b0-s0, b3-s1, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, 
4292: y9-s5, g5-s1->s0, g4-s1->s2, g0-s2->s1, y1-s2->s4, b1-s3->s5, y6-s4->s2, b8-s5->s3, y8-s6->s4, g3-s0, b3-s1, y3-s1, g2-s2, b0-s0, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, 
4293: y1-s4, y9-s5, g5-s1->s0, g4-s1->s2, g0-s2->s1, y6-s4->s2, b8-s5->s3, y8-s6->s4, g3-s0, b3-s1, y3-s1, g2-s2, b0-s0, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, b1-s3->s5, 
4294: y9-s5, g5-s1->s0, g4-s1->s2, b1-s3->s5, y6-s4->s2, g3-s0, y3-s1, b0-s0, b8-s5->s3, b3-s1, g6-s1, y1-s4, g0-s2->s1, b2-s1, g2-s2, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, y8-s6->s4, 
4295: y1-s4, y9-s5, y3-s1->s2, g0-s2->s1, b1-s3->s5, b8-s5->s3, y8-s6->s4, g3-s0, b3-s1, g2-s2, b0-s0, g6-s1, g5-s0, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g4-s2, y6-s2, 
4296: g0-s2->s1, g4-s2->s7, b8-s5->s3, y8-s6->s4, g2-s2, g3-s0, b0-s0, b3-s1, y6-s2, y1-s4, y9-s5, y3-s1->s2, g5-s0, g6-s1, b1-s5, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, 
4297: g4-s2->s7, y9-s5->s1, y8-s6->s4, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, b3-s1->s3, b0-s0, y1-s4, b1-s5, g3-s0->s1, y3-s1->s2, g2-s2->s1, b8-s5->s3, g5-s0, y6-s2, 
4298: g4-s2->s7, y1-s4->s6, y9-s5->s1, b0-s0, y8-s4, b1-s5, g3-s0->s1, y3-s1->s2, b3-s1->s3, g2-s2->s1, g5-s0, y6-s2, b8-s3, g6-s1, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, 
4299: b8-s3, b3-s1->s3, g2-s2->s1, g4-s2->s7, y1-s4->s6, y6-s2, b0-s0, g5-s0, b2-s1, y8-s4, b1-s5, g3-s0->s1, y3-s1->s2, y0-s1, g6-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, 
4300: y8-s4, b1-s5, y3-s1->s2, g2-s2->s1, g4-s2->s7, y1-s4->s6, b0-s0, b2-s1, g6-s1, y6-s2, g5-s0, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, b8-s3, b3-s1->s3, 
4301: y8-s4, g4-s7, y3-s1->s2, g2-s2->s1, b8-s3->s1, y1-s4->s6, b0-s0, g6-s1, y6-s2, g5-s0, b3-s1->s3, b1-s5, b2-s1, y0-s1, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, 
4302: b0-s0, y8-s4, b1-s5, b3-s1->s3, g2-s2->s1, b8-s3->s1, y1-s4->s6, g4-s7->s2, g5-s0, y6-s2, y3-s1->s2, g6-s1, y0-s1, b5-s1, b2-s1->s0, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, 
4303: y3-s2, b1-s5, b2-s1->s0, g2-s2->s1, y8-s4->s2, y1-s4->s6, g4-s7->s2, y0-s1, y6-s2, b5-s1, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g5-s0, b3-s3, b0-s0->s1, g6-s1->s2, b8-s3->s1, 
4304: b3-s3->s5, y8-s4->s2, g5-s0, y0-s1, y3-s2, b1-s5, b0-s0->s1, b2-s1->s0, g6-s1->s2, g2-s2->s1, b8-s3->s1, b5-s1, y6-s2, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g4-s7->s2, y1-s4->s6, 
4305: b1-s5->s3, g4-s7->s2, b5-s1, g6-s1->s2, y0-s1->s5, y6-s2->s1, y3-s2->s4, b8-s3->s1, y8-s4->s2, y1-s4->s6, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, g5-s0, b0-s0->s1, b3-s3->s5, b2-s0, 
4306: b5-s1, y0-s1->s5, y6-s2->s1, y3-s2->s4, b8-s3->s1, y8-s4->s2, g4-s7->s2, y5-s1, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b1-s5->s3, g5-s0, g6-s1->s2, b3-s3->s5, y1-s4->s6, b2-s0, 
4307: g4-s2, g6-s1->s2, y6-s2->s1, b3-s3->s5, y1-s4->s6, b1-s5->s3, g5-s0, y8-s2, b2-s0, y0-s5, y5-s1, b5-s1->s3, y3-s2->s4, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, 
4308: g4-s2, y0-s5, y1-s6, g6-s1->s2, b5-s1->s3, y3-s2->s4, b3-s3->s5, b1-s5->s3, g5-s0, y5-s1, y8-s2, b2-s0, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s2->s1, 
4309: y8-s2, y1-s6, g6-s1->s2, b5-s1->s3, b3-s3->s5, b1-s5->s3, g5-s0, b2-s0, y0-s5, y5-s1, y3-s4, y6-s2->s1, g7-s1, g4-s2, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, 
4310: g5-s0, y8-s2, y0-s5, g6-s1->s2, y6-s2->s1, b3-s3->s5, b2-s0, y5-s1, g4-s2, g7-s1, g8-s1, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y1-s6, y3-s4, b1-s5->s3, b5-s1->s3, 
4311: y1-s6->s4, g5-s0, g7-s1, g6-s2, y3-s4, y5-s1->s2, b5-s1->s3, y6-s2->s1, b3-s3->s5, b1-s5->s3, b2-s0, g8-s1, g4-s2, b7-s1, y8-s2, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y0-s5, 
4312: y0-s5, y5-s1->s2, y1-s6->s4, b2-s0, g7-s1, g6-s2, g5-s0->s1, b5-s1->s3, y6-s2->s1, b3-s3->s5, y3-s4->s6, b1-s5->s3, g8-s1, g4-s2, b7-s1, y8-s2, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, 
4313: b5-s3, y5-s1->s2, y6-s2->s1, y3-s4->s6, b1-s5->s3, y1-s6->s4, g7-s1, g4-s2, g8-s1, y8-s2, b7-s1, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, b2-s0, y0-s5, g5-s0->s1, g6-s2->s7, b3-s5, 
4314: g5-s0->s1, g7-s1->s0, y5-s1->s2, g6-s2->s7, y3-s4->s6, y1-s6->s4, g8-s1, b5-s3, b3-s5, b7-s1, b1-s3, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g4-s2->s1, y8-s2, b2-s0, y0-s5->s1, 
4315: y1-s6->s4, g8-s1, b5-s3, b3-s5, b2-s0->s1, g7-s1->s0, y5-s1->s2, g4-s2->s1, g6-s2->s7, y3-s4->s6, y0-s5->s1, b7-s1, b1-s3, y8-s2, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, 
4316: b1-s3, b3-s5, b2-s0->s1, g7-s1->s0, y5-s1->s2, g4-s2->s1, g6-s2->s7, b5-s3->s5, y3-s4->s6, y1-s6->s4, b7-s1, g8-s1, y8-s2, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, 
4317: b1-s3, b7-s1->s3, g4-s2->s1, g6-s2->s7, g7-s0, y8-s2, b5-s3->s5, b3-s5, y3-s4->s6, y1-s6->s4, b4-s1, b2-s0->s1, y5-s1->s2, g9-s1, g8-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, 
4318: b1-s3, g6-s7, y5-s1->s2, b7-s1->s3, g4-s2->s1, b5-s3->s5, y3-s4->s6, y1-s6->s4, g7-s0, b4-s1, g8-s1, y8-s2, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, b3-s5, 
4319: g4-s2->s1, y8-s2, b7-s1->s3, g7-s0, b1-s3->s1, b5-s3->s5, y3-s4->s6, y1-s6->s4, g6-s7->s2, b4-s1, y5-s2, b3-s5, g8-s1->s2, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, 
4320: b3-s5, y5-s2->s4, b1-s3->s1, b5-s3->s5, y1-s6->s4, b4-s1, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s2->s1, y8-s2, g7-s0, y3-s4->s6, g6-s7->s2, g8-s1->s2, b7-s1->s3, 
4321: b1-s3->s1, y3-s4->s6, g8-s1->s2, b7-s1->s3, g7-s0, g4-s2->s1, y5-s2->s4, b5-s3->s5, g6-s7->s2, b4-s1, b3-s5, y8-s2, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, y1-s4, 
4322: y1-s4, y3-s6, b4-s1->s0, g8-s1->s2, b7-s1->s3, y8-s2->s1, y5-s2->s4, b1-s3->s1, b5-s3->s5, b3-s5->s3, g6-s7->s2, g7-s0, g9-s1, y7-s1, b6-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s1, 
4323: g8-s1->s2, y8-s2->s1, y5-s2->s4, b1-s3->s1, b3-s5->s3, g6-s7->s2, y1-s4, g7-s0, y7-s1, b7-s3, b4-s1->s0, b5-s3->s5, b6-s1, g9-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s1, y3-s6, 
4324: b3-s5->s3, b1-s3->s1, g6-s2, b7-s3, y1-s4, g7-s0->s1, b4-s1->s0, g8-s1->s2, y8-s2->s1, b5-s3->s5, b6-s1, y5-s4, g9-s1, y7-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s1, y3-s6->s4, 
4325: b3-s5->s3, b4-s0, y3-s6->s4, b6-s1, y1-s4, g7-s0->s1, g9-s1->s0, g8-s1->s2, y8-s2->s1, b5-s3->s5, y2-s1, y5-s4, y7-s1, b7-s3, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s1, b1-s1, g6-s2, 
4326: g8-s1->s2, y1-s4->s2, y3-s6->s4, b6-s1, y7-s1, y2-s1, g1-s1, y4-s1, b9-s1, g0-s1, y9-s1, g3-s1, g2-s1, b0-s1, b8-s1, y6-s1, g5-s1, y0-s1, b2-s1, g4-s1, b1-s1, b5-s5, y5-s4, g7-s0->s1, g9-s1->s0, y8-s2->s1, b7-s3->s5, b3-s5->s3, b4-s0, g6-s2, 
