0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
5: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, 
6: g0-s0->s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, 
7: g0-s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, 
8: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, 
9: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, g18-s0, g19-s7, y0-s1->s2, y1-s6->s4, y2-s5->s1, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
441: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0, g12-s7->s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s6->s4, y9-s1, y10-s4->s6, y11-s1, y12-s2->s4, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s1->s0, b8-s3, b9-s3->s1, b10-s3, b11-s5->s3, b12-s3, b13-s5, b14-s1->s3, b15-s5, b16-s1, b17-s5, b18-s0->s1, b19-s3->s5, 
442: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0, g12-s7->s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s4->s6, y11-s1, y12-s2->s4, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s1->s0, b8-s3, b9-s3->s1, b10-s3, b11-s5->s3, b12-s3, b13-s5, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s0->s1, b19-s3->s5, 
443: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0, g12-s7->s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s1->s5, y12-s2->s4, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s3->s1, b10-s3, b11-s5->s3, b12-s3, b13-s5, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s0->s1, b19-s3->s5, 
444: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0->s1, g12-s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s1->s5, y12-s2->s4, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s3->s1, b10-s3, b11-s5->s3, b12-s3, b13-s5, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s1, b19-s3->s5, 
445: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0->s1, g12-s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s5, y12-s4, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s3->s1, b10-s3, b11-s5->s3, b12-s3, b13-s5, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s1, b19-s5, 
446: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s0->s1, g12-s2, g13-s0, g14-s1, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s5, y12-s4->s6, y13-s2, y14-s1->s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1, b10-s3, b11-s3, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s1, b19-s5, 
447: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s2->s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s5, y12-s4->s6, y13-s2, y14-s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1, b10-s3, b11-s3, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s1->s3, b17-s5, b18-s1, b19-s5, 
448: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s1, y10-s6, y11-s5, y12-s4->s6, y13-s2->s1, y14-s2, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1, b10-s3, b11-s3, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
449: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s1, y10-s6, y11-s5, y12-s4->s6, y13-s2->s1, y14-s2->s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1->s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
450: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s1, y10-s6, y11-s5, y12-s4->s6, y13-s2->s1, y14-s2->s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1->s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
451: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s1, y10-s6->s4, y11-s5, y12-s4->s6, y13-s2->s1, y14-s2->s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1->s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
452: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1->s0, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s1, y10-s6->s4, y11-s5, y12-s4->s6, y13-s2->s1, y14-s2->s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
453: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1->s0, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s5, y12-s4->s6, y13-s2->s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s3->s5, b1-s0->s1, b2-s3, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s1->s3, b19-s5, 
454: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s1->s2, g15-s0, g16-s1, g17-s1->s0, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s5->s1, y12-s4->s6, y13-s2->s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s0->s1, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s3->s1, b12-s3, b13-s5->s3, b14-s3, b15-s5, b16-s3, b17-s5, b18-s3, b19-s5, 
455: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0, g14-s2, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s5->s1, y12-s4->s6, y13-s2->s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s0->s1, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1, b12-s3, b13-s3, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
456: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0->s1, g14-s2->s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s1, y12-s6, y13-s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
457: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0->s1, g14-s2->s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s1, y12-s6, y13-s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
458: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s0->s1, g14-s2->s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s1, y12-s6, y13-s1, y14-s4, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
459: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s2->s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s1, y12-s6, y13-s1, y14-s4->s6, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1, b2-s3->s5, b3-s0->s1, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
460: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s2->s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s6->s4, y11-s1, y12-s6, y13-s1, y14-s4->s6, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1, b2-s3->s5, b3-s0->s1, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1->s0, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
461: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1, y14-s4->s6, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s3->s5, b3-s0->s1, b4-s3, b5-s0, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1->s0, b12-s3, b13-s3->s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
462: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7, g15-s0, g16-s1->s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1, y14-s4->s6, y15-s2, y16-s1, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s3->s5, b3-s1, b4-s3, b5-s0->s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s1->s0, b12-s3, b13-s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
463: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7->s2, g15-s0, g16-s2, g17-s0, g18-s1, g19-s2->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1, y14-s4->s6, y15-s2, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s5, b3-s1, b4-s3->s5, b5-s0->s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s5->s3, b16-s3, b17-s5, b18-s3, b19-s5, 
464: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7->s2, g15-s0, g16-s2, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1, y14-s4->s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s5, b3-s1, b4-s3->s5, b5-s0->s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s3, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
465: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7->s2, g15-s0, g16-s2->s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1->s5, y14-s4->s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s5, b3-s1, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
466: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7->s2, g15-s0, g16-s2->s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s1->s5, y14-s4->s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s1->s3, b2-s5, b3-s1, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
467: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s7->s2, g15-s0, g16-s2->s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4, y11-s1, y12-s6->s4, y13-s5, y14-s4->s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s3, b2-s5, b3-s1->s3, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
468: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s2, g15-s0, g16-s2->s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4->s2, y11-s1, y12-s6->s4, y13-s5, y14-s4->s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s3, b2-s5, b3-s1->s3, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
469: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s2, g15-s0, g16-s2->s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4->s2, y11-s1, y12-s6->s4, y13-s5, y14-s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s3, b2-s5, b3-s1->s3, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1->s0, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
470: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, g10-s2, g11-s1, g12-s2, g13-s1, g14-s2, g15-s0->s1, g16-s7, g17-s0, g18-s1, g19-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, y10-s4->s2, y11-s1, y12-s6->s4, y13-s5, y14-s6, y15-s2->s1, y16-s1->s2, y17-s2, y18-s1, y19-s2, b0-s5, b1-s3, b2-s5, b3-s1->s3, b4-s3->s5, b5-s1, b6-s3, b7-s0, b8-s3, b9-s0, b10-s3, b11-s0, b12-s3, b13-s1->s0, b14-s3, b15-s3->s1, b16-s3, b17-s5->s3, b18-s3, b19-s5, 
